id_sewa,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,total_biaya
4166,Hana 260,Epson 6000 Lumens,2025-01-02,2025-01-08,6000000
4167,Hana 986,TV Panasonic/LG 43 Inch,2025-01-08,2025-01-15,2100000
4168,Fani 586,TV Panasonic/LG 55 Inch,2024-03-28,2024-04-03,3300000
4169,Fani 939,Screen 2x3,2025-01-15,2025-01-21,1800000
4170,Hana 936,Screen 2x3,2023-06-06,2023-06-08,600000
4171,Santi 997,TV Panasonic/LG 43 Inch,2025-06-22,2025-06-26,1200000
4172,Eko 530,TV Panasonic/LG 55 Inch,2023-03-01,2023-03-06,2750000
4173,Santi 592,TV Panasonic/LG 43 Inch,2023-09-04,2023-09-09,1500000
4174,Wati 786,TV Panasonic/LG 43 Inch,2023-03-23,2023-03-29,1800000
4175,Tono 752,TV Panasonic/LG 43 Inch,2024-03-08,2024-03-15,2100000
4176,Gani 683,TV Panasonic/LG 43 Inch,2023-10-11,2023-10-14,900000
4177,Andi 989,Epson 6000 Lumens,2023-01-04,2023-01-06,2000000
4178,Tono 424,TV Panasonic/LG 50 Inch,2023-02-10,2023-02-17,3150000
4179,Santi 126,Epson 6000 Lumens,2024-06-07,2024-06-09,2000000
4180,Fani 620,TV Panasonic/LG 43 Inch,2023-05-31,2023-06-04,1200000
4181,Dewi 867,TV Panasonic/LG 55 Inch,2024-06-02,2024-06-05,1650000
4182,Tono 958,TV Panasonic/LG 50 Inch,2023-04-16,2023-04-21,2250000
4183,Joko 904,TV Panasonic/LG 50 Inch,2024-12-24,2024-12-25,450000
4184,Joko 843,Epson 6000 Lumens,2023-04-14,2023-04-15,1000000
4185,Joko 934,TV Panasonic/LG 55 Inch,2025-09-01,2025-09-06,2750000
4186,Fani 212,Epson 6000 Lumens,2023-11-12,2023-11-15,3000000
4187,Citra 294,Epson 6000 Lumens,2023-10-13,2023-10-20,7000000
4188,Andi 101,Screen 2x3,2025-01-14,2025-01-17,900000
4189,Tono 354,Screen 2x3,2023-06-03,2023-06-05,600000
4190,Citra 134,TV Panasonic/LG 50 Inch,2025-11-10,2025-11-14,1800000
4191,Wati 409,Screen 2x3,2024-01-31,2024-02-03,900000
4192,Wati 445,TV Panasonic/LG 65 Inch,2024-02-20,2024-02-23,2100000
4193,Fani 294,TV Panasonic/LG 50 Inch,2023-10-24,2023-10-25,450000
4194,Citra 208,TV Panasonic/LG 65 Inch,2023-07-27,2023-08-01,3500000
4195,Joko 402,TV Panasonic/LG 43 Inch,2025-10-15,2025-10-18,900000
4196,Dewi 106,Epson 6000 Lumens,2024-01-05,2024-01-11,6000000
4197,Fani 147,TV Panasonic/LG 65 Inch,2023-09-14,2023-09-18,2800000
4198,Rina 876,TV Panasonic/LG 50 Inch,2024-03-21,2024-03-23,900000
4199,Tono 790,TV Panasonic/LG 50 Inch,2026-04-01,2026-04-06,2250000
4200,Andi 976,Epson 6000 Lumens,2026-03-04,2026-03-07,3000000
4201,Rina 518,Epson 6000 Lumens,2023-05-27,2023-06-03,7000000
4202,Fani 286,TV Panasonic/LG 75 Inch,2023-08-04,2023-08-10,7200000
4203,Dewi 307,TV Panasonic/LG 65 Inch,2024-06-06,2024-06-13,4900000
4204,Wati 561,TV Panasonic/LG 43 Inch,2024-04-28,2024-05-04,1800000
4205,Andi 172,TV Panasonic/LG 75 Inch,2026-02-19,2026-02-21,2400000
4206,Rina 450,Screen 2x3,2024-04-26,2024-05-02,1800000
4207,Zaki 131,Epson 6000 Lumens,2025-01-31,2025-02-02,2000000
4208,Andi 744,TV Panasonic/LG 50 Inch,2024-10-23,2024-10-24,450000
4209,Wati 276,Epson 6000 Lumens,2023-05-15,2023-05-20,5000000
4210,Santi 465,TV Panasonic/LG 43 Inch,2024-08-02,2024-08-04,600000
4211,Dewi 771,TV Panasonic/LG 50 Inch,2023-06-30,2023-07-01,450000
4212,Andi 573,Epson 6000 Lumens,2024-11-02,2024-11-07,5000000
4213,Iwan 749,Screen 3x4,2024-08-18,2024-08-23,2000000
4214,Dewi 413,TV Panasonic/LG 55 Inch,2025-09-01,2025-09-08,3850000
4215,Santi 148,TV Panasonic/LG 43 Inch,2024-06-09,2024-06-12,900000
4216,Joko 676,TV Panasonic/LG 65 Inch,2025-07-28,2025-08-02,3500000
4217,Andi 208,TV Panasonic/LG 50 Inch,2023-02-12,2023-02-18,2700000
4218,Eko 430,TV Panasonic/LG 43 Inch,2024-02-27,2024-02-29,600000
4219,Rina 743,Epson 6000 Lumens,2024-11-13,2024-11-18,5000000
4220,Tono 927,TV Panasonic/LG 43 Inch,2024-10-05,2024-10-09,1200000
4221,Dewi 537,TV Panasonic/LG 55 Inch,2025-05-22,2025-05-23,550000
4222,Andi 442,TV Panasonic/LG 75 Inch,2024-10-25,2024-10-31,7200000
4223,Fani 605,TV Panasonic/LG 55 Inch,2023-01-09,2023-01-13,2200000
4224,Rina 873,TV Panasonic/LG 50 Inch,2024-07-07,2024-07-08,450000
4225,Dewi 808,TV Panasonic/LG 50 Inch,2024-05-30,2024-06-06,3150000
4226,Hana 134,TV Panasonic/LG 50 Inch,2023-08-06,2023-08-13,3150000
4227,Rina 794,TV Panasonic/LG 43 Inch,2023-07-09,2023-07-16,2100000
4228,Rina 637,TV Panasonic/LG 55 Inch,2023-01-01,2023-01-07,3300000
4229,Citra 283,Epson 6000 Lumens,2023-12-23,2023-12-28,5000000
4230,Gani 177,TV Panasonic/LG 43 Inch,2025-04-18,2025-04-23,1500000
4231,Tono 738,Screen 3x4,2025-05-24,2025-05-29,2000000
4232,Iwan 157,TV Panasonic/LG 55 Inch,2023-06-22,2023-06-29,3850000
4233,Hana 930,Epson 6000 Lumens,2024-01-01,2024-01-03,2000000
4234,Iwan 368,Epson 6000 Lumens,2025-03-26,2025-04-02,7000000
4235,Citra 215,TV Panasonic/LG 43 Inch,2024-05-13,2024-05-16,900000
4236,Citra 331,TV Panasonic/LG 50 Inch,2024-11-19,2024-11-24,2250000
4237,Zaki 473,TV Panasonic/LG 65 Inch,2024-06-27,2024-07-03,4200000
4238,Rina 898,Screen 3x4,2025-09-13,2025-09-17,1600000
4239,Fani 651,TV Panasonic/LG 43 Inch,2026-03-03,2026-03-10,2100000
4240,Dewi 647,Screen 2x3,2025-04-25,2025-04-27,600000
4241,Zaki 101,Epson 6000 Lumens,2025-06-18,2025-06-22,4000000
4242,Wati 594,TV Panasonic/LG 65 Inch,2024-01-06,2024-01-08,1400000
4243,Andi 402,TV Panasonic/LG 55 Inch,2024-09-01,2024-09-02,550000
4244,Iwan 279,Screen 2x3,2024-05-17,2024-05-19,600000
4245,Hana 156,TV Panasonic/LG 50 Inch,2025-09-16,2025-09-18,900000
4246,Andi 408,TV Panasonic/LG 43 Inch,2024-09-29,2024-10-03,1200000
4247,Eko 921,TV Panasonic/LG 65 Inch,2025-04-16,2025-04-19,2100000
4248,Iwan 168,Screen 3x4,2023-03-12,2023-03-15,1200000
4249,Zaki 788,TV Panasonic/LG 43 Inch,2024-09-29,2024-10-04,1500000
4250,Fani 616,TV Panasonic/LG 55 Inch,2023-08-19,2023-08-25,3300000
4251,Wati 789,TV Panasonic/LG 43 Inch,2024-10-03,2024-10-04,300000
4252,Budi 655,Epson 6000 Lumens,2023-10-22,2023-10-23,1000000
4253,Fani 629,Epson 6000 Lumens,2023-05-08,2023-05-12,4000000
4254,Citra 275,Epson 6000 Lumens,2025-11-10,2025-11-11,1000000
4255,Gani 526,TV Panasonic/LG 55 Inch,2023-01-18,2023-01-22,2200000
4256,Budi 320,TV Panasonic/LG 43 Inch,2025-11-27,2025-12-01,1200000
4257,Zaki 817,TV Panasonic/LG 55 Inch,2026-03-05,2026-03-08,1650000
4258,Iwan 474,TV Panasonic/LG 43 Inch,2023-11-02,2023-11-06,1200000
4259,Citra 909,Epson 6000 Lumens,2023-10-18,2023-10-22,4000000
4260,Dewi 307,Screen 2x3,2025-11-11,2025-11-13,600000
4261,Joko 346,TV Panasonic/LG 50 Inch,2024-09-13,2024-09-16,1350000
4262,Tono 314,TV Panasonic/LG 55 Inch,2024-01-08,2024-01-12,2200000
4263,Wati 654,Screen 3x4,2024-08-28,2024-08-31,1200000
4264,Joko 266,TV Panasonic/LG 65 Inch,2026-02-28,2026-03-02,1400000
4265,Hana 135,TV Panasonic/LG 50 Inch,2026-03-08,2026-03-10,900000
4266,Gani 268,TV Panasonic/LG 43 Inch,2024-06-15,2024-06-18,900000
4267,Wati 330,TV Panasonic/LG 50 Inch,2023-11-08,2023-11-15,3150000
4268,Iwan 332,Screen 2x3,2025-10-26,2025-10-31,1500000
4269,Andi 566,TV Panasonic/LG 43 Inch,2024-02-27,2024-02-28,300000
4270,Dewi 642,TV Panasonic/LG 43 Inch,2023-06-20,2023-06-22,600000
4271,Rina 282,Epson 6000 Lumens,2025-01-18,2025-01-21,3000000
4272,Hana 398,Screen 2x3,2026-01-04,2026-01-06,600000
4273,Eko 738,TV Panasonic/LG 50 Inch,2023-05-23,2023-05-26,1350000
4274,Budi 659,TV Panasonic/LG 50 Inch,2023-03-04,2023-03-10,2700000
4275,Santi 200,TV Panasonic/LG 50 Inch,2024-11-03,2024-11-09,2700000
4276,Santi 258,TV Panasonic/LG 43 Inch,2025-02-06,2025-02-12,1800000
4277,Budi 536,TV Panasonic/LG 55 Inch,2023-11-21,2023-11-26,2750000
4278,Dewi 506,Epson 6000 Lumens,2025-12-03,2025-12-05,2000000
4279,Zaki 580,Epson 6000 Lumens,2023-09-27,2023-10-02,5000000
4280,Citra 190,TV Panasonic/LG 55 Inch,2025-12-28,2025-12-29,550000
4281,Hana 149,TV Panasonic/LG 43 Inch,2025-08-03,2025-08-10,2100000
4282,Joko 306,Screen 2x3,2024-10-12,2024-10-18,1800000
4283,Gani 388,TV Panasonic/LG 55 Inch,2025-05-18,2025-05-25,3850000
4284,Eko 636,TV Panasonic/LG 50 Inch,2023-04-16,2023-04-22,2700000
4285,Gani 969,TV Panasonic/LG 50 Inch,2025-02-02,2025-02-03,450000
4286,Dewi 326,TV Panasonic/LG 43 Inch,2023-09-22,2023-09-24,600000
4287,Rina 854,Epson 6000 Lumens,2023-11-14,2023-11-15,1000000
4288,Eko 492,Screen 2x3,2025-04-22,2025-04-27,1500000
4289,Citra 924,Epson 6000 Lumens,2023-11-03,2023-11-07,4000000
4290,Budi 211,Screen 3x4,2025-08-03,2025-08-04,400000
4291,Dewi 788,TV Panasonic/LG 65 Inch,2025-11-14,2025-11-19,3500000
4292,Citra 589,TV Panasonic/LG 50 Inch,2025-11-23,2025-11-26,1350000
4293,Joko 952,Epson 6000 Lumens,2023-07-17,2023-07-19,2000000
4294,Iwan 155,Screen 2x3,2025-06-13,2025-06-17,1200000
4295,Rina 531,TV Panasonic/LG 43 Inch,2023-08-02,2023-08-03,300000
4296,Fani 749,TV Panasonic/LG 43 Inch,2025-10-03,2025-10-07,1200000
4297,Dewi 382,Epson 6000 Lumens,2023-03-06,2023-03-10,4000000
4298,Joko 328,TV Panasonic/LG 43 Inch,2023-02-19,2023-02-25,1800000
4299,Rina 129,TV Panasonic/LG 43 Inch,2023-12-11,2023-12-13,600000
4300,Rina 640,Epson 6000 Lumens,2026-02-14,2026-02-18,4000000
4301,Fani 593,TV Panasonic/LG 43 Inch,2023-08-26,2023-08-28,600000
4302,Tono 196,TV Panasonic/LG 43 Inch,2024-04-11,2024-04-18,2100000
4303,Hana 931,Epson 6000 Lumens,2026-01-21,2026-01-26,5000000
4304,Fani 983,Screen 3x4,2026-01-20,2026-01-22,800000
4305,Rina 955,Epson 6000 Lumens,2023-05-30,2023-06-05,6000000
4306,Rina 636,TV Panasonic/LG 50 Inch,2023-11-26,2023-11-29,1350000
4307,Iwan 669,TV Panasonic/LG 50 Inch,2026-03-13,2026-03-14,450000
4308,Dewi 141,TV Panasonic/LG 43 Inch,2023-12-01,2023-12-05,1200000
4309,Hana 760,TV Panasonic/LG 43 Inch,2025-10-28,2025-11-04,2100000
4310,Eko 844,Screen 2x3,2023-12-14,2023-12-19,1500000
4311,Dewi 414,TV Panasonic/LG 50 Inch,2025-02-01,2025-02-04,1350000
4312,Wati 148,TV Panasonic/LG 55 Inch,2024-07-01,2024-07-07,3300000
4313,Eko 665,TV Panasonic/LG 50 Inch,2025-03-03,2025-03-07,1800000
4314,Andi 448,TV Panasonic/LG 50 Inch,2024-01-31,2024-02-03,1350000
4315,Andi 457,TV Panasonic/LG 55 Inch,2024-01-22,2024-01-26,2200000
4316,Santi 331,TV Panasonic/LG 55 Inch,2025-02-24,2025-02-28,2200000
4317,Santi 851,TV Panasonic/LG 50 Inch,2023-01-20,2023-01-22,900000
4318,Wati 375,Epson 6000 Lumens,2025-06-23,2025-06-29,6000000
4319,Citra 933,TV Panasonic/LG 75 Inch,2025-05-18,2025-05-20,2400000
4320,Fani 872,TV Panasonic/LG 55 Inch,2023-08-30,2023-09-05,3300000
4321,Hana 234,TV Panasonic/LG 43 Inch,2025-02-23,2025-02-24,300000
4322,Andi 870,TV Panasonic/LG 43 Inch,2026-01-02,2026-01-03,300000
4323,Rina 447,TV Panasonic/LG 50 Inch,2024-09-11,2024-09-18,3150000
4324,Zaki 877,Screen 3x4,2023-07-20,2023-07-24,1600000
4325,Dewi 325,TV Panasonic/LG 43 Inch,2024-08-28,2024-09-03,1800000
4326,Tono 485,TV Panasonic/LG 43 Inch,2025-09-13,2025-09-20,2100000
4327,Santi 581,TV Panasonic/LG 55 Inch,2024-01-29,2024-02-01,1650000
4328,Tono 270,TV Panasonic/LG 43 Inch,2025-04-25,2025-05-01,1800000
4329,Hana 295,TV Panasonic/LG 50 Inch,2023-06-21,2023-06-28,3150000
4330,Gani 863,Screen 2x3,2026-02-14,2026-02-17,900000
4331,Iwan 609,Screen 3x4,2023-02-01,2023-02-05,1600000
4332,Fani 242,TV Panasonic/LG 43 Inch,2023-03-06,2023-03-11,1500000
4333,Rina 275,TV Panasonic/LG 50 Inch,2025-10-19,2025-10-25,2700000
4334,Tono 182,TV Panasonic/LG 50 Inch,2025-08-09,2025-08-13,1800000
4335,Citra 850,TV Panasonic/LG 55 Inch,2023-07-29,2023-08-01,1650000
4336,Tono 933,TV Panasonic/LG 50 Inch,2024-06-29,2024-06-30,450000
4337,Hana 719,Screen 3x4,2025-02-15,2025-02-20,2000000
4338,Citra 774,TV Panasonic/LG 50 Inch,2024-03-21,2024-03-25,1800000
4339,Rina 965,Epson 6000 Lumens,2024-10-02,2024-10-04,2000000
4340,Fani 484,TV Panasonic/LG 50 Inch,2025-10-26,2025-10-31,2250000
4341,Santi 900,TV Panasonic/LG 65 Inch,2025-11-06,2025-11-10,2800000
4342,Tono 147,TV Panasonic/LG 43 Inch,2026-03-30,2026-04-02,900000
4343,Andi 572,TV Panasonic/LG 43 Inch,2025-02-16,2025-02-22,1800000
4344,Andi 438,TV Panasonic/LG 55 Inch,2024-07-24,2024-07-31,3850000
4345,Fani 607,TV Panasonic/LG 43 Inch,2026-03-23,2026-03-29,1800000
4346,Zaki 831,Screen 2x3,2024-01-09,2024-01-16,2100000
4347,Budi 261,Epson 6000 Lumens,2023-10-04,2023-10-07,3000000
4348,Budi 749,TV Panasonic/LG 43 Inch,2023-05-01,2023-05-07,1800000
4349,Fani 190,Epson 6000 Lumens,2026-03-30,2026-04-05,6000000
4350,Tono 214,TV Panasonic/LG 55 Inch,2025-04-19,2025-04-21,1100000
4351,Wati 355,TV Panasonic/LG 50 Inch,2024-10-19,2024-10-26,3150000
4352,Budi 751,TV Panasonic/LG 55 Inch,2025-11-28,2025-12-02,2200000
4353,Wati 217,TV Panasonic/LG 55 Inch,2025-07-16,2025-07-17,550000
4354,Hana 138,Screen 2x3,2025-03-17,2025-03-18,300000
4355,Zaki 538,Screen 3x4,2023-09-21,2023-09-22,400000
4356,Wati 414,TV Panasonic/LG 43 Inch,2024-06-14,2024-06-19,1500000
4357,Tono 940,TV Panasonic/LG 50 Inch,2024-03-22,2024-03-29,3150000
4358,Gani 546,Epson 6000 Lumens,2023-10-16,2023-10-19,3000000
4359,Tono 489,Screen 2x3,2024-12-02,2024-12-07,1500000
4360,Tono 450,Screen 2x3,2024-04-27,2024-04-28,300000
4361,Gani 768,Epson 6000 Lumens,2023-03-14,2023-03-16,2000000
4362,Fani 838,TV Panasonic/LG 65 Inch,2025-01-10,2025-01-16,4200000
4363,Santi 816,TV Panasonic/LG 43 Inch,2026-03-14,2026-03-17,900000
4364,Andi 284,TV Panasonic/LG 50 Inch,2025-03-22,2025-03-24,900000
4365,Rina 783,TV Panasonic/LG 50 Inch,2024-07-10,2024-07-14,1800000
4366,Wati 227,TV Panasonic/LG 50 Inch,2025-09-18,2025-09-25,3150000
4367,Zaki 843,Epson 6000 Lumens,2023-05-24,2023-05-26,2000000
4368,Hana 278,Screen 2x3,2024-01-25,2024-01-27,600000
4369,Eko 184,TV Panasonic/LG 55 Inch,2026-02-28,2026-03-01,550000
4370,Joko 413,Screen 2x3,2024-05-14,2024-05-15,300000
4371,Andi 117,Screen 3x4,2024-12-13,2024-12-14,400000
4372,Iwan 881,TV Panasonic/LG 50 Inch,2023-03-22,2023-03-28,2700000
4373,Zaki 746,TV Panasonic/LG 50 Inch,2024-06-15,2024-06-20,2250000
4374,Budi 214,Epson 6000 Lumens,2025-04-29,2025-05-03,4000000
4375,Dewi 438,TV Panasonic/LG 50 Inch,2024-02-26,2024-02-28,900000
4376,Gani 469,Epson 6000 Lumens,2024-02-08,2024-02-12,4000000
4377,Santi 408,Epson 6000 Lumens,2025-12-26,2025-12-31,5000000
4378,Wati 777,TV Panasonic/LG 43 Inch,2023-02-08,2023-02-11,900000
4379,Citra 519,TV Panasonic/LG 50 Inch,2023-05-17,2023-05-19,900000
4380,Hana 238,Epson 6000 Lumens,2024-05-25,2024-05-31,6000000
4381,Wati 752,TV Panasonic/LG 50 Inch,2026-04-08,2026-04-09,450000
4382,Joko 932,TV Panasonic/LG 50 Inch,2025-11-06,2025-11-12,2700000
4383,Joko 713,TV Panasonic/LG 43 Inch,2024-06-01,2024-06-05,1200000
4384,Andi 364,TV Panasonic/LG 43 Inch,2024-03-17,2024-03-20,900000
4385,Eko 224,TV Panasonic/LG 55 Inch,2025-06-17,2025-06-22,2750000
4386,Budi 978,TV Panasonic/LG 43 Inch,2023-04-03,2023-04-04,300000
4387,Dewi 775,Epson 6000 Lumens,2023-10-09,2023-10-16,7000000
4388,Zaki 829,Screen 3x4,2025-04-02,2025-04-08,2400000
4389,Hana 730,TV Panasonic/LG 43 Inch,2025-01-31,2025-02-03,900000
4390,Tono 543,TV Panasonic/LG 55 Inch,2023-06-05,2023-06-08,1650000
4391,Gani 262,Screen 2x3,2024-08-24,2024-08-26,600000
4392,Andi 934,TV Panasonic/LG 43 Inch,2025-01-06,2025-01-10,1200000
4393,Andi 711,TV Panasonic/LG 55 Inch,2023-03-04,2023-03-05,550000
4394,Hana 519,TV Panasonic/LG 65 Inch,2025-05-27,2025-06-01,3500000
4395,Hana 325,TV Panasonic/LG 50 Inch,2024-09-24,2024-09-26,900000
4396,Rina 544,Screen 2x3,2024-09-18,2024-09-24,1800000
4397,Hana 956,TV Panasonic/LG 65 Inch,2024-08-11,2024-08-13,1400000
4398,Zaki 925,TV Panasonic/LG 50 Inch,2026-02-27,2026-03-01,900000
4399,Fani 714,Screen 3x4,2025-12-07,2025-12-10,1200000
4400,Iwan 410,TV Panasonic/LG 43 Inch,2023-03-12,2023-03-14,600000
4401,Dewi 328,TV Panasonic/LG 43 Inch,2023-06-20,2023-06-24,1200000
4402,Gani 682,TV Panasonic/LG 75 Inch,2024-11-20,2024-11-26,7200000
4403,Dewi 995,TV Panasonic/LG 55 Inch,2026-04-04,2026-04-11,3850000
4404,Wati 897,TV Panasonic/LG 50 Inch,2024-08-12,2024-08-17,2250000
4405,Santi 748,TV Panasonic/LG 65 Inch,2024-07-16,2024-07-22,4200000
4406,Budi 177,TV Panasonic/LG 50 Inch,2025-04-03,2025-04-10,3150000
4407,Wati 408,TV Panasonic/LG 50 Inch,2025-03-17,2025-03-18,450000
4408,Santi 854,TV Panasonic/LG 65 Inch,2025-07-06,2025-07-13,4900000
4409,Iwan 993,TV Panasonic/LG 43 Inch,2025-06-17,2025-06-19,600000
4410,Eko 143,TV Panasonic/LG 55 Inch,2023-09-04,2023-09-07,1650000
4411,Santi 258,Epson 6000 Lumens,2026-02-24,2026-03-01,5000000
4412,Dewi 885,TV Panasonic/LG 50 Inch,2023-04-21,2023-04-23,900000
4413,Wati 351,Screen 2x3,2026-04-11,2026-04-14,900000
4414,Wati 764,Screen 3x4,2025-01-19,2025-01-24,2000000
4415,Joko 659,TV Panasonic/LG 43 Inch,2023-09-15,2023-09-21,1800000
4416,Wati 691,Epson 6000 Lumens,2025-04-27,2025-05-04,7000000
4417,Eko 313,Epson 6000 Lumens,2023-08-07,2023-08-13,6000000
4418,Fani 909,TV Panasonic/LG 65 Inch,2026-03-21,2026-03-22,700000
4419,Andi 928,Epson 6000 Lumens,2023-11-23,2023-11-29,6000000
4420,Joko 590,TV Panasonic/LG 65 Inch,2024-02-27,2024-02-28,700000
4421,Citra 854,TV Panasonic/LG 50 Inch,2024-06-01,2024-06-08,3150000
4422,Dewi 505,Epson 6000 Lumens,2023-09-26,2023-10-02,6000000
4423,Budi 492,TV Panasonic/LG 43 Inch,2025-12-03,2025-12-05,600000
4424,Citra 189,Epson 6000 Lumens,2025-02-16,2025-02-19,3000000
4425,Iwan 270,TV Panasonic/LG 43 Inch,2025-05-28,2025-06-04,2100000
4426,Eko 396,TV Panasonic/LG 43 Inch,2023-04-14,2023-04-20,1800000
4427,Citra 954,Screen 3x4,2023-10-16,2023-10-22,2400000
4428,Zaki 590,Screen 2x3,2024-12-22,2024-12-25,900000
4429,Andi 847,TV Panasonic/LG 43 Inch,2023-07-06,2023-07-09,900000
4430,Fani 318,Screen 2x3,2023-05-06,2023-05-13,2100000
4431,Gani 765,TV Panasonic/LG 50 Inch,2023-05-25,2023-05-31,2700000
4432,Budi 422,TV Panasonic/LG 43 Inch,2025-11-20,2025-11-24,1200000
4433,Joko 364,TV Panasonic/LG 43 Inch,2024-08-31,2024-09-07,2100000
4434,Iwan 638,TV Panasonic/LG 43 Inch,2023-05-17,2023-05-24,2100000
4435,Andi 758,Screen 3x4,2023-12-18,2023-12-22,1600000
4436,Tono 595,Epson 6000 Lumens,2025-10-30,2025-11-01,2000000
4437,Joko 444,TV Panasonic/LG 50 Inch,2023-02-05,2023-02-06,450000
4438,Joko 878,Epson 6000 Lumens,2025-04-15,2025-04-19,4000000
4439,Andi 311,Screen 2x3,2023-05-18,2023-05-19,300000
4440,Andi 495,TV Panasonic/LG 43 Inch,2023-06-11,2023-06-13,600000
4441,Eko 591,TV Panasonic/LG 43 Inch,2023-12-02,2023-12-07,1500000
4442,Iwan 185,Epson 6000 Lumens,2023-10-29,2023-11-04,6000000
4443,Joko 214,TV Panasonic/LG 50 Inch,2026-04-08,2026-04-15,3150000
4444,Zaki 285,TV Panasonic/LG 55 Inch,2023-01-20,2023-01-22,1100000
4445,Andi 518,TV Panasonic/LG 43 Inch,2024-03-07,2024-03-14,2100000
4446,Citra 236,Screen 3x4,2023-10-04,2023-10-07,1200000
4447,Eko 824,Screen 2x3,2023-06-15,2023-06-19,1200000
4448,Tono 420,TV Panasonic/LG 55 Inch,2025-09-17,2025-09-19,1100000
4449,Fani 654,TV Panasonic/LG 50 Inch,2025-06-10,2025-06-15,2250000
4450,Budi 581,TV Panasonic/LG 43 Inch,2024-07-10,2024-07-14,1200000
4451,Tono 749,TV Panasonic/LG 75 Inch,2025-07-30,2025-08-03,4800000
4452,Budi 565,TV Panasonic/LG 43 Inch,2023-04-29,2023-05-01,600000
4453,Andi 844,TV Panasonic/LG 75 Inch,2025-06-27,2025-06-28,1200000
4454,Santi 393,TV Panasonic/LG 55 Inch,2023-06-01,2023-06-06,2750000
4455,Santi 288,Screen 3x4,2025-04-30,2025-05-03,1200000
4456,Iwan 670,TV Panasonic/LG 65 Inch,2024-11-23,2024-11-26,2100000
4457,Tono 122,TV Panasonic/LG 55 Inch,2026-04-16,2026-04-20,2200000
4458,Eko 174,Epson 6000 Lumens,2023-01-09,2023-01-14,5000000
4459,Santi 838,Epson 6000 Lumens,2025-09-19,2025-09-23,4000000
4460,Iwan 412,Screen 2x3,2025-09-29,2025-10-05,1800000
4461,Santi 235,TV Panasonic/LG 50 Inch,2024-02-04,2024-02-08,1800000
4462,Tono 921,Screen 2x3,2025-04-23,2025-04-26,900000
4463,Gani 466,TV Panasonic/LG 43 Inch,2024-03-13,2024-03-16,900000
4464,Tono 643,TV Panasonic/LG 43 Inch,2024-02-15,2024-02-21,1800000
4465,Gani 466,Screen 2x3,2026-02-23,2026-02-27,1200000
4466,Fani 153,Epson 6000 Lumens,2025-06-03,2025-06-07,4000000
4467,Tono 144,TV Panasonic/LG 43 Inch,2024-03-27,2024-03-30,900000
4468,Citra 895,Epson 6000 Lumens,2024-07-26,2024-08-02,7000000
4469,Zaki 204,TV Panasonic/LG 43 Inch,2023-05-01,2023-05-02,300000
4470,Fani 259,Screen 2x3,2024-07-16,2024-07-17,300000
4471,Joko 430,TV Panasonic/LG 65 Inch,2026-01-01,2026-01-07,4200000
4472,Wati 888,TV Panasonic/LG 43 Inch,2024-07-08,2024-07-09,300000
4473,Rina 269,Screen 3x4,2023-06-17,2023-06-23,2400000
4474,Joko 156,Epson 6000 Lumens,2025-09-25,2025-09-30,5000000
4475,Joko 612,Screen 2x3,2024-06-05,2024-06-08,900000
4476,Rina 899,TV Panasonic/LG 55 Inch,2025-05-04,2025-05-11,3850000
4477,Citra 467,TV Panasonic/LG 43 Inch,2023-04-15,2023-04-16,300000
4478,Joko 998,TV Panasonic/LG 50 Inch,2023-06-05,2023-06-12,3150000
4479,Andi 181,TV Panasonic/LG 43 Inch,2025-03-07,2025-03-09,600000
4480,Joko 815,TV Panasonic/LG 55 Inch,2023-01-29,2023-02-04,3300000
4481,Dewi 266,TV Panasonic/LG 50 Inch,2026-02-22,2026-02-28,2700000
4482,Hana 364,Screen 2x3,2024-11-10,2024-11-11,300000
4483,Santi 659,TV Panasonic/LG 55 Inch,2025-01-04,2025-01-09,2750000
4484,Citra 669,TV Panasonic/LG 43 Inch,2023-02-13,2023-02-16,900000
4485,Santi 311,Epson 6000 Lumens,2024-03-27,2024-03-29,2000000
4486,Joko 466,TV Panasonic/LG 65 Inch,2026-03-09,2026-03-15,4200000
4487,Zaki 172,TV Panasonic/LG 50 Inch,2024-01-09,2024-01-14,2250000
4488,Wati 803,Epson 6000 Lumens,2023-02-16,2023-02-17,1000000
4489,Dewi 722,TV Panasonic/LG 43 Inch,2023-01-07,2023-01-14,2100000
4490,Hana 847,TV Panasonic/LG 50 Inch,2024-04-17,2024-04-21,1800000
4491,Iwan 106,TV Panasonic/LG 43 Inch,2024-08-27,2024-08-29,600000
4492,Hana 612,TV Panasonic/LG 43 Inch,2024-08-06,2024-08-11,1500000
4493,Hana 910,Screen 3x4,2025-10-24,2025-10-29,2000000
4494,Tono 837,TV Panasonic/LG 55 Inch,2025-02-19,2025-02-22,1650000
4495,Eko 341,TV Panasonic/LG 43 Inch,2023-10-18,2023-10-22,1200000
4496,Rina 368,Epson 6000 Lumens,2024-05-18,2024-05-20,2000000
4497,Wati 219,Screen 2x3,2024-09-26,2024-09-29,900000
4498,Gani 324,Epson 6000 Lumens,2025-02-02,2025-02-06,4000000
4499,Santi 175,Epson 6000 Lumens,2024-06-14,2024-06-19,5000000
4500,Wati 485,TV Panasonic/LG 43 Inch,2025-01-04,2025-01-08,1200000
4501,Rina 338,Screen 3x4,2023-05-13,2023-05-19,2400000
