id_transaksi,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,durasi_sewa,total_biaya,id_barang,jenis_barang,harga_sewa,stok,jumlah_disewa,tersedia
TRX-2024-05144,Agus Sari,TV LG 43 inch,2023-09-17,2023-09-22,5,1362600,B005,TV,298000,12,1,3
TRX-2024-05145,Doni Kusuma,TV LG 55 inch,2023-04-12,2023-04-18,6,3105014,B009,TV,566000,8,1,3
TRX-2024-05146,Yanto Pratama,Screen 2x3,2023-06-27,2023-07-01,4,1106102,B002,Screen,306000,10,1,3
TRX-2024-05147,Budi Lestari,TV Panasonic 65 inch,2024-08-01,2024-08-03,2,1401655,B010,TV,731000,6,1,1
TRX-2024-05148,Maya Pratama,TV LG 43 inch,2024-05-11,2024-05-13,2,591198,B005,TV,298000,12,1,5
TRX-2024-05149,Andi Saputra,TV LG 55 inch,2025-09-01,2025-09-03,2,1039046,B009,TV,531000,8,1,6
TRX-2024-05150,Siska Santoso,Screen 3x4,2023-05-16,2023-05-19,3,1180624,B003,Screen,410000,8,1,0
TRX-2024-05151,Agus Ramadhan,TV Panasonic 43 inch,2025-06-25,2025-07-02,7,1890051,B004,TV,294000,12,1,8
TRX-2024-05152,Rian Pratama,Proyektor Epson 6000 Lumens,2024-06-02,2024-06-06,4,3774734,B001,Proyektor,1047000,15,1,4
TRX-2024-05153,Yanto Hidayat,Proyektor Epson 6000 Lumens,2023-10-27,2023-10-29,2,1845659,B001,Proyektor,980000,15,1,10
TRX-2024-05154,Joko Sari,Screen 2x3,2024-01-01,2024-01-06,5,1481709,B002,Screen,309000,10,1,4
TRX-2024-05155,Dewi Saputra,Screen 2x3,2023-06-29,2023-07-06,7,1841469,B002,Screen,290000,10,1,7
TRX-2024-05156,Yanto Ramadhan,TV Panasonic 55 inch,2024-02-28,2024-03-03,4,1887653,B008,TV,523000,8,1,1
TRX-2024-05157,Siska Saputra,TV Panasonic 65 inch,2025-09-06,2025-09-10,4,2746666,B010,TV,708000,6,1,2
TRX-2024-05158,Eka Ramadhan,TV Panasonic 50 inch,2025-01-16,2025-01-21,5,1962686,B006,TV,434000,10,1,7
TRX-2024-05159,Budi Ramadhan,Screen 2x3,2023-01-26,2023-01-28,2,601929,B002,Screen,308000,10,1,6
TRX-2024-05160,Budi Wijaya,TV Panasonic 43 inch,2024-08-27,2024-08-28,1,279106,B004,TV,299000,12,1,9
TRX-2024-05161,Yanto Santoso,Proyektor Epson 6000 Lumens,2025-01-08,2025-01-13,5,4650041,B001,Proyektor,1008000,15,1,2
TRX-2024-05162,Lia Lestari,TV Panasonic 43 inch,2023-08-27,2023-09-03,7,2036845,B004,TV,314000,12,1,3
TRX-2024-05163,Siti Saputra,TV LG 43 inch,2023-07-23,2023-07-25,2,588774,B005,TV,315000,12,1,10
TRX-2024-05164,Maya Pratama,TV Panasonic 50 inch,2023-10-04,2023-10-05,1,467093,B006,TV,472000,10,1,2
TRX-2024-05165,Maya Ramadhan,TV LG 75 inch,2025-09-07,2025-09-12,5,6145380,B013,TV,1258000,4,1,2
TRX-2024-05166,Budi Kusuma,TV LG 55 inch,2023-07-12,2023-07-14,2,1073261,B009,TV,537000,8,1,1
TRX-2024-05167,Doni Ramadhan,TV Panasonic 43 inch,2025-09-02,2025-09-07,5,1509377,B004,TV,310000,12,1,4
TRX-2024-05168,Maya Sari,Proyektor Epson 6000 Lumens,2023-05-02,2023-05-08,6,6007964,B001,Proyektor,1038000,15,1,11
TRX-2024-05169,Eka Saputra,Proyektor Epson 6000 Lumens,2024-10-10,2024-10-11,1,887005,B001,Proyektor,964000,15,1,5
TRX-2024-05170,Andi Lestari,TV LG 43 inch,2024-06-02,2024-06-06,4,1165460,B005,TV,307000,12,1,3
TRX-2024-05171,Yanto Lestari,TV Panasonic 43 inch,2024-04-22,2024-04-25,3,861978,B004,TV,313000,12,1,10
TRX-2024-05172,Siska Kusuma,TV Panasonic 50 inch,2023-10-28,2023-10-29,1,431301,B006,TV,439000,10,1,9
TRX-2024-05173,Dewi Wijaya,TV LG 43 inch,2025-12-26,2026-01-01,6,1783505,B005,TV,298000,12,1,1
TRX-2024-05174,Agus Hidayat,TV LG 43 inch,2025-07-07,2025-07-14,7,1964000,B005,TV,296000,12,1,2
TRX-2024-05175,Budi Sari,TV Panasonic 43 inch,2023-03-05,2023-03-10,5,1409219,B004,TV,299000,12,1,8
TRX-2024-05176,Rian Putri,TV LG 50 inch,2025-04-06,2025-04-12,6,2499387,B007,TV,429000,10,1,8
TRX-2024-05177,Andi Putri,TV LG 55 inch,2023-05-02,2023-05-05,3,1621962,B009,TV,565000,8,1,5
TRX-2024-05178,Joko Sari,TV LG 43 inch,2024-12-19,2024-12-20,1,294076,B005,TV,299000,12,1,11
TRX-2024-05179,Rina Ramadhan,TV LG 55 inch,2023-09-20,2023-09-27,7,3720487,B009,TV,560000,8,1,5
TRX-2024-05180,Maya Kusuma,TV LG 43 inch,2024-03-11,2024-03-15,4,1173940,B005,TV,298000,12,1,4
TRX-2024-05181,Eka Kusuma,TV Panasonic 65 inch,2024-05-13,2024-05-17,4,2607088,B010,TV,713000,6,1,4
TRX-2024-05182,Eka Wijaya,TV Panasonic 50 inch,2023-04-11,2023-04-17,6,2512563,B006,TV,432000,10,1,0
TRX-2024-05183,Hadi Hidayat,Proyektor Epson 6000 Lumens,2024-08-21,2024-08-24,3,2940783,B001,Proyektor,1010000,15,1,9
TRX-2024-05184,Rian Saputra,Screen 3x4,2024-04-16,2024-04-23,7,2783904,B003,Screen,407000,8,1,1
TRX-2024-05185,Rina Putri,TV Panasonic 65 inch,2024-06-03,2024-06-07,4,2740332,B010,TV,732000,6,1,3
TRX-2024-05186,Rian Ramadhan,TV Panasonic 43 inch,2024-02-10,2024-02-12,2,598530,B004,TV,300000,12,1,5
TRX-2024-05187,Andi Santoso,TV Panasonic 65 inch,2023-12-18,2023-12-23,5,3408597,B010,TV,717000,6,1,3
TRX-2024-05188,Joko Putri,TV LG 55 inch,2023-01-18,2023-01-25,7,3617689,B009,TV,543000,8,1,3
TRX-2024-05189,Doni Saputra,Screen 2x3,2025-09-14,2025-09-18,4,1126265,B002,Screen,290000,10,1,0
TRX-2024-05190,Lia Sari,Proyektor Epson 6000 Lumens,2025-01-04,2025-01-08,4,3496496,B001,Proyektor,963000,15,1,2
TRX-2024-05191,Rina Pratama,Proyektor Epson 6000 Lumens,2023-04-20,2023-04-21,1,1005696,B001,Proyektor,1037000,15,1,9
TRX-2024-05192,Eka Ramadhan,Screen 3x4,2023-04-01,2023-04-07,6,2352102,B003,Screen,419000,8,1,6
TRX-2024-05193,Maya Santoso,Proyektor Epson 6000 Lumens,2024-09-11,2024-09-15,4,3738874,B001,Proyektor,1000000,15,1,11
TRX-2024-05194,Joko Wijaya,Screen 3x4,2024-08-04,2024-08-11,7,2724603,B003,Screen,412000,8,1,4
TRX-2024-05195,Doni Sari,TV LG 50 inch,2024-03-28,2024-04-01,4,1688152,B007,TV,461000,10,1,4
TRX-2024-05196,Dewi Wijaya,TV Panasonic 65 inch,2025-01-01,2025-01-03,2,1316809,B010,TV,678000,6,1,3
TRX-2024-05197,Siska Sari,TV Panasonic 65 inch,2023-02-21,2023-02-26,5,3306399,B010,TV,712000,6,1,5
TRX-2024-05198,Eka Wijaya,TV LG 50 inch,2023-12-06,2023-12-10,4,1831343,B007,TV,462000,10,1,0
TRX-2024-05199,Siska Saputra,TV LG 55 inch,2023-08-23,2023-08-26,3,1559290,B009,TV,546000,8,1,8
TRX-2024-05200,Agus Hidayat,TV Panasonic 75 inch,2024-03-31,2024-04-03,3,3247191,B012,TV,1164000,4,1,1
TRX-2024-05201,Andi Kusuma,Proyektor Epson 6000 Lumens,2023-09-11,2023-09-14,3,2665554,B001,Proyektor,953000,15,1,3
TRX-2024-05202,Rina Sari,TV LG 75 inch,2023-08-20,2023-08-27,7,7864124,B013,TV,1186000,4,1,3
TRX-2024-05203,Maya Hidayat,Screen 2x3,2023-10-29,2023-11-05,7,2054268,B002,Screen,300000,10,1,10
TRX-2024-05204,Yanto Hidayat,TV LG 43 inch,2023-12-11,2023-12-17,6,1820955,B005,TV,306000,12,1,6
TRX-2024-05205,Andi Ramadhan,TV Panasonic 65 inch,2024-08-10,2024-08-15,5,3019186,B010,TV,670000,6,1,3
TRX-2024-05206,Andi Lestari,Proyektor Epson 6000 Lumens,2023-08-03,2023-08-06,3,2917079,B001,Proyektor,1002000,15,1,8
TRX-2024-05207,Rina Kusuma,Screen 2x3,2023-03-04,2023-03-10,6,1657664,B002,Screen,285000,10,1,6
TRX-2024-05208,Doni Lestari,TV Panasonic 75 inch,2024-03-26,2024-03-29,3,3400668,B012,TV,1190000,4,1,3
TRX-2024-05209,Hadi Saputra,Proyektor Epson 6000 Lumens,2025-07-24,2025-07-27,3,2853405,B001,Proyektor,955000,15,1,1
TRX-2024-05210,Andi Hidayat,Proyektor Epson 6000 Lumens,2023-03-25,2023-03-29,4,3760388,B001,Proyektor,978000,15,1,5
TRX-2024-05211,Siska Santoso,TV LG 65 inch,2025-09-01,2025-09-02,1,674649,B011,TV,690000,6,1,5
TRX-2024-05212,Maya Ramadhan,TV LG 65 inch,2025-07-20,2025-07-22,2,1391261,B011,TV,696000,6,1,0
TRX-2024-05213,Rian Santoso,TV LG 43 inch,2023-03-15,2023-03-21,6,1679929,B005,TV,301000,12,1,6
TRX-2024-05214,Yanto Hidayat,TV Panasonic 65 inch,2023-07-01,2023-07-06,5,3596363,B010,TV,721000,6,1,1
TRX-2024-05215,Andi Ramadhan,TV Panasonic 43 inch,2025-06-24,2025-06-27,3,864064,B004,TV,293000,12,1,8
TRX-2024-05216,Yanto Pratama,Screen 2x3,2024-01-30,2024-02-05,6,1815836,B002,Screen,307000,10,1,2
TRX-2024-05217,Rian Wijaya,TV Panasonic 50 inch,2023-02-09,2023-02-10,1,396767,B006,TV,436000,10,1,1
TRX-2024-05218,Joko Hidayat,TV LG 50 inch,2023-09-27,2023-10-01,4,1558731,B007,TV,428000,10,1,7
TRX-2024-05219,Siska Wijaya,TV Panasonic 50 inch,2024-02-13,2024-02-16,3,1322036,B006,TV,442000,10,1,9
TRX-2024-05220,Hadi Ramadhan,TV Panasonic 55 inch,2024-08-07,2024-08-11,4,2047561,B008,TV,540000,8,1,5
TRX-2024-05221,Lia Putri,Proyektor Epson 6000 Lumens,2025-09-26,2025-09-28,2,1874935,B001,Proyektor,991000,15,1,6
TRX-2024-05222,Maya Putri,Screen 2x3,2025-06-15,2025-06-19,4,1092578,B002,Screen,301000,10,1,5
TRX-2024-05223,Eka Putri,TV LG 43 inch,2025-01-22,2025-01-27,5,1432859,B005,TV,308000,12,1,0
TRX-2024-05224,Doni Ramadhan,TV Panasonic 43 inch,2024-08-19,2024-08-22,3,811465,B004,TV,292000,12,1,5
TRX-2024-05225,Rian Pratama,TV LG 65 inch,2025-07-06,2025-07-11,5,3083287,B011,TV,675000,6,1,2
TRX-2024-05226,Lia Sari,TV Panasonic 65 inch,2024-03-09,2024-03-15,6,4168283,B010,TV,708000,6,1,3
TRX-2024-05227,Lia Lestari,TV Panasonic 50 inch,2025-04-16,2025-04-18,2,858242,B006,TV,452000,10,1,0
TRX-2024-05228,Siti Sari,TV LG 55 inch,2023-12-23,2023-12-28,5,2461246,B009,TV,524000,8,1,5
TRX-2024-05229,Yanto Santoso,TV Panasonic 43 inch,2025-08-15,2025-08-17,2,582311,B004,TV,305000,12,1,6
TRX-2024-05230,Rian Kusuma,TV Panasonic 50 inch,2023-05-16,2023-05-19,3,1279167,B006,TV,464000,10,1,8
TRX-2024-05231,Hadi Hidayat,Proyektor Epson 6000 Lumens,2024-01-26,2024-01-31,5,4801709,B001,Proyektor,991000,15,1,12
TRX-2024-05232,Maya Hidayat,Screen 3x4,2025-06-13,2025-06-16,3,1084807,B003,Screen,397000,8,1,2
TRX-2024-05233,Doni Lestari,Proyektor Epson 6000 Lumens,2024-07-02,2024-07-07,5,4714148,B001,Proyektor,987000,15,1,11
TRX-2024-05234,Siti Saputra,TV LG 50 inch,2025-01-12,2025-01-19,7,2776120,B007,TV,437000,10,1,7
TRX-2024-05235,Andi Putri,TV Panasonic 55 inch,2024-03-26,2024-03-28,2,1077484,B008,TV,558000,8,1,7
TRX-2024-05236,Rian Sari,TV Panasonic 50 inch,2024-03-23,2024-03-24,1,445205,B006,TV,448000,10,1,6
TRX-2024-05237,Budi Saputra,TV Panasonic 50 inch,2024-06-09,2024-06-13,4,1640985,B006,TV,432000,10,1,4
TRX-2024-05238,Joko Putri,TV Panasonic 50 inch,2025-06-05,2025-06-06,1,451491,B006,TV,463000,10,1,4
TRX-2024-05239,Andi Saputra,TV Panasonic 43 inch,2024-03-05,2024-03-11,6,1856652,B004,TV,313000,12,1,0
TRX-2024-05240,Joko Kusuma,TV Panasonic 50 inch,2024-08-10,2024-08-11,1,439247,B006,TV,455000,10,1,1
TRX-2024-05241,Lia Hidayat,TV Panasonic 55 inch,2023-08-11,2023-08-13,2,1051702,B008,TV,558000,8,1,0
TRX-2024-05242,Budi Sari,TV Panasonic 43 inch,2025-02-18,2025-02-21,3,838843,B004,TV,296000,12,1,9
TRX-2024-05243,Hadi Lestari,Proyektor Epson 6000 Lumens,2024-10-08,2024-10-11,3,2907181,B001,Proyektor,982000,15,1,15
TRX-2024-05244,Yanto Pratama,TV LG 55 inch,2024-05-11,2024-05-15,4,1884323,B009,TV,523000,8,1,8
TRX-2024-05245,Hadi Sari,Proyektor Epson 6000 Lumens,2025-10-09,2025-10-13,4,3809076,B001,Proyektor,1048000,15,1,8
TRX-2024-05246,Andi Wijaya,TV Panasonic 50 inch,2025-02-01,2025-02-03,2,860876,B006,TV,443000,10,1,0
TRX-2024-05247,Budi Lestari,Screen 2x3,2024-02-07,2024-02-10,3,929092,B002,Screen,313000,10,1,10
TRX-2024-05248,Rina Pratama,Proyektor Epson 6000 Lumens,2023-11-28,2023-11-30,2,1975784,B001,Proyektor,1024000,15,1,6
TRX-2024-05249,Maya Putri,TV LG 55 inch,2025-01-18,2025-01-25,7,3840721,B009,TV,550000,8,1,6
TRX-2024-05250,Lia Pratama,TV LG 50 inch,2023-10-28,2023-11-03,6,2561369,B007,TV,468000,10,1,8
TRX-2024-05251,Rina Wijaya,Proyektor Epson 6000 Lumens,2023-10-20,2023-10-27,7,6449973,B001,Proyektor,1004000,15,1,14
TRX-2024-05252,Andi Hidayat,TV Panasonic 50 inch,2023-11-06,2023-11-07,1,454699,B006,TV,461000,10,1,2
TRX-2024-05253,Doni Lestari,TV LG 65 inch,2024-02-02,2024-02-09,7,4730215,B011,TV,721000,6,1,5
TRX-2024-05254,Maya Ramadhan,TV Panasonic 55 inch,2024-12-06,2024-12-11,5,2669708,B008,TV,572000,8,1,4
TRX-2024-05255,Hadi Santoso,TV LG 50 inch,2025-04-11,2025-04-15,4,1634043,B007,TV,430000,10,1,8
TRX-2024-05256,Agus Saputra,TV LG 65 inch,2025-08-01,2025-08-07,6,3922466,B011,TV,702000,6,1,6
TRX-2024-05257,Agus Hidayat,TV LG 55 inch,2024-08-02,2024-08-09,7,3460554,B009,TV,543000,8,1,2
TRX-2024-05258,Hadi Pratama,TV Panasonic 43 inch,2024-08-03,2024-08-05,2,542161,B004,TV,294000,12,1,11
TRX-2024-05259,Rian Kusuma,Proyektor Epson 6000 Lumens,2023-11-01,2023-11-02,1,908133,B001,Proyektor,961000,15,1,13
TRX-2024-05260,Agus Lestari,Proyektor Epson 6000 Lumens,2025-03-20,2025-03-23,3,2879445,B001,Proyektor,975000,15,1,6
TRX-2024-05261,Siti Wijaya,Screen 2x3,2024-11-24,2024-11-28,4,1148004,B002,Screen,302000,10,1,5
TRX-2024-05262,Siska Ramadhan,Proyektor Epson 6000 Lumens,2023-05-11,2023-05-18,7,7059268,B001,Proyektor,1039000,15,1,10
TRX-2024-05263,Rian Kusuma,TV Panasonic 50 inch,2025-10-30,2025-11-05,6,2612671,B006,TV,467000,10,1,9
TRX-2024-05264,Siti Saputra,TV LG 55 inch,2024-03-07,2024-03-08,1,542552,B009,TV,549000,8,1,3
TRX-2024-05265,Agus Hidayat,TV LG 50 inch,2025-07-06,2025-07-11,5,2045129,B007,TV,443000,10,1,9
TRX-2024-05266,Yanto Hidayat,TV LG 50 inch,2023-08-01,2023-08-08,7,2934289,B007,TV,433000,10,1,7
TRX-2024-05267,Agus Putri,Screen 2x3,2025-01-16,2025-01-20,4,1150942,B002,Screen,291000,10,1,4
TRX-2024-05268,Hadi Santoso,TV Panasonic 43 inch,2025-08-21,2025-08-23,2,538608,B004,TV,299000,12,1,3
TRX-2024-05269,Siska Saputra,Proyektor Epson 6000 Lumens,2023-10-19,2023-10-24,5,4473628,B001,Proyektor,976000,15,1,7
TRX-2024-05270,Rian Putri,TV Panasonic 65 inch,2023-09-18,2023-09-22,4,2572621,B010,TV,677000,6,1,3
TRX-2024-05271,Agus Kusuma,Proyektor Epson 6000 Lumens,2025-06-27,2025-07-03,6,6092451,B001,Proyektor,1016000,15,1,5
TRX-2024-05272,Agus Kusuma,TV Panasonic 55 inch,2024-01-02,2024-01-03,1,490643,B008,TV,545000,8,1,2
TRX-2024-05273,Maya Wijaya,TV LG 43 inch,2023-04-30,2023-05-06,6,1656666,B005,TV,303000,12,1,1
TRX-2024-05274,Agus Kusuma,TV LG 65 inch,2025-10-28,2025-10-31,3,1994369,B011,TV,682000,6,1,3
TRX-2024-05275,Andi Pratama,Screen 3x4,2023-03-22,2023-03-26,4,1471856,B003,Screen,395000,8,1,6
TRX-2024-05276,Budi Kusuma,Screen 3x4,2023-04-23,2023-04-30,7,2609821,B003,Screen,414000,8,1,3
TRX-2024-05277,Dewi Santoso,TV Panasonic 43 inch,2024-06-27,2024-07-03,6,1665594,B004,TV,292000,12,1,4
TRX-2024-05278,Hadi Ramadhan,TV LG 55 inch,2025-08-02,2025-08-04,2,1121626,B009,TV,563000,8,1,8
TRX-2024-05279,Joko Ramadhan,Screen 2x3,2025-01-26,2025-01-27,1,292883,B002,Screen,306000,10,1,3
TRX-2024-05280,Siti Ramadhan,TV Panasonic 75 inch,2025-07-21,2025-07-23,2,2120367,B012,TV,1140000,4,1,0
TRX-2024-05281,Maya Pratama,Screen 2x3,2023-01-14,2023-01-15,1,288691,B002,Screen,307000,10,1,7
TRX-2024-05282,Siti Santoso,TV LG 55 inch,2023-12-23,2023-12-28,5,2584114,B009,TV,530000,8,1,1
TRX-2024-05283,Yanto Santoso,Proyektor Epson 6000 Lumens,2023-04-14,2023-04-15,1,975943,B001,Proyektor,1018000,15,1,13
TRX-2024-05284,Rian Lestari,TV Panasonic 43 inch,2023-08-17,2023-08-23,6,1710941,B004,TV,298000,12,1,1
TRX-2024-05285,Doni Kusuma,TV Panasonic 65 inch,2025-02-15,2025-02-19,4,2704883,B010,TV,726000,6,1,4
TRX-2024-05286,Budi Saputra,TV LG 55 inch,2023-04-12,2023-04-13,1,535923,B009,TV,537000,8,1,2
TRX-2024-05287,Dewi Wijaya,TV Panasonic 55 inch,2025-02-12,2025-02-14,2,1095165,B008,TV,567000,8,1,0
TRX-2024-05288,Eka Saputra,TV LG 55 inch,2023-10-01,2023-10-05,4,2134688,B009,TV,546000,8,1,3
TRX-2024-05289,Yanto Wijaya,TV LG 43 inch,2025-11-03,2025-11-10,7,2153834,B005,TV,308000,12,1,11
TRX-2024-05290,Rian Kusuma,TV Panasonic 50 inch,2023-10-20,2023-10-26,6,2357121,B006,TV,431000,10,1,0
TRX-2024-05291,Eka Wijaya,TV Panasonic 43 inch,2023-10-09,2023-10-12,3,899766,B004,TV,310000,12,1,12
TRX-2024-05292,Hadi Kusuma,Proyektor Epson 6000 Lumens,2024-06-25,2024-06-29,4,3729352,B001,Proyektor,984000,15,1,15
TRX-2024-05293,Maya Pratama,Proyektor Epson 6000 Lumens,2024-09-26,2024-09-30,4,3652002,B001,Proyektor,997000,15,1,13
TRX-2024-05294,Budi Lestari,TV Panasonic 65 inch,2024-09-23,2024-09-26,3,2022509,B010,TV,698000,6,1,2
TRX-2024-05295,Doni Kusuma,TV Panasonic 50 inch,2024-08-18,2024-08-20,2,840601,B006,TV,430000,10,1,1
TRX-2024-05296,Dewi Hidayat,TV LG 65 inch,2025-09-05,2025-09-08,3,2117314,B011,TV,720000,6,1,5
TRX-2024-05297,Yanto Sari,TV Panasonic 50 inch,2025-11-29,2025-11-30,1,433976,B006,TV,437000,10,1,9
TRX-2024-05298,Joko Ramadhan,TV LG 75 inch,2025-05-25,2025-05-28,3,3509234,B013,TV,1181000,4,1,0
TRX-2024-05299,Yanto Santoso,TV LG 50 inch,2025-11-19,2025-11-20,1,426741,B007,TV,440000,10,1,6
TRX-2024-05300,Maya Wijaya,Screen 3x4,2025-06-05,2025-06-08,3,1034315,B003,Screen,382000,8,1,0
TRX-2024-05301,Siska Wijaya,Screen 2x3,2023-10-03,2023-10-08,5,1405749,B002,Screen,300000,10,1,0
TRX-2024-05302,Hadi Sari,TV LG 75 inch,2023-07-23,2023-07-28,5,5658767,B013,TV,1257000,4,1,2
TRX-2024-05303,Agus Kusuma,TV Panasonic 65 inch,2023-10-01,2023-10-03,2,1344749,B010,TV,685000,6,1,4
TRX-2024-05304,Agus Wijaya,TV Panasonic 43 inch,2023-02-05,2023-02-09,4,1154119,B004,TV,300000,12,1,3
TRX-2024-05305,Siska Pratama,TV Panasonic 50 inch,2024-07-08,2024-07-10,2,893679,B006,TV,460000,10,1,6
TRX-2024-05306,Siti Sari,TV LG 50 inch,2025-07-03,2025-07-10,7,3019094,B007,TV,455000,10,1,4
TRX-2024-05307,Eka Wijaya,TV LG 43 inch,2023-09-20,2023-09-27,7,1954060,B005,TV,305000,12,1,6
TRX-2024-05308,Lia Kusuma,TV Panasonic 43 inch,2023-02-20,2023-02-23,3,842698,B004,TV,309000,12,1,4
TRX-2024-05309,Agus Pratama,TV Panasonic 50 inch,2025-06-28,2025-06-30,2,815035,B006,TV,430000,10,1,3
TRX-2024-05310,Doni Saputra,Proyektor Epson 6000 Lumens,2023-04-22,2023-04-23,1,892700,B001,Proyektor,975000,15,1,10
TRX-2024-05311,Lia Santoso,Proyektor Epson 6000 Lumens,2025-06-17,2025-06-24,7,6760989,B001,Proyektor,975000,15,1,15
TRX-2024-05312,Maya Kusuma,TV LG 65 inch,2023-07-09,2023-07-11,2,1396758,B011,TV,711000,6,1,2
TRX-2024-05313,Andi Ramadhan,Screen 2x3,2023-05-14,2023-05-17,3,872102,B002,Screen,306000,10,1,8
TRX-2024-05314,Rian Sari,TV LG 50 inch,2023-10-08,2023-10-15,7,2840453,B007,TV,438000,10,1,5
TRX-2024-05315,Hadi Pratama,TV Panasonic 55 inch,2025-03-15,2025-03-18,3,1711419,B008,TV,576000,8,1,2
TRX-2024-05316,Rina Putri,TV Panasonic 65 inch,2024-03-15,2024-03-20,5,3276033,B010,TV,686000,6,1,3
TRX-2024-05317,Siti Kusuma,TV LG 65 inch,2024-02-03,2024-02-08,5,3187337,B011,TV,704000,6,1,3
TRX-2024-05318,Rian Hidayat,Screen 2x3,2024-05-18,2024-05-21,3,829256,B002,Screen,286000,10,1,1
TRX-2024-05319,Rina Ramadhan,TV LG 43 inch,2024-08-20,2024-08-23,3,811716,B005,TV,294000,12,1,6
TRX-2024-05320,Rina Santoso,Screen 3x4,2025-09-14,2025-09-18,4,1483707,B003,Screen,392000,8,1,6
TRX-2024-05321,Siti Pratama,TV LG 65 inch,2024-10-28,2024-10-30,2,1367101,B011,TV,696000,6,1,5
TRX-2024-05322,Eka Sari,Screen 3x4,2023-12-13,2023-12-19,6,2183289,B003,Screen,380000,8,1,5
TRX-2024-05323,Doni Kusuma,Proyektor Epson 6000 Lumens,2024-04-11,2024-04-14,3,3099754,B001,Proyektor,1050000,15,1,2
TRX-2024-05324,Siti Ramadhan,TV Panasonic 50 inch,2025-02-04,2025-02-07,3,1173236,B006,TV,434000,10,1,2
TRX-2024-05325,Doni Ramadhan,TV LG 65 inch,2024-09-05,2024-09-12,7,4903991,B011,TV,711000,6,1,5
TRX-2024-05326,Hadi Ramadhan,Screen 2x3,2023-05-09,2023-05-15,6,1690497,B002,Screen,309000,10,1,5
TRX-2024-05327,Dewi Saputra,Screen 2x3,2025-11-03,2025-11-06,3,793910,B002,Screen,294000,10,1,8
TRX-2024-05328,Siti Sari,TV LG 65 inch,2025-05-29,2025-06-05,7,4299215,B011,TV,673000,6,1,6
TRX-2024-05329,Andi Lestari,TV Panasonic 50 inch,2023-11-02,2023-11-05,3,1295669,B006,TV,440000,10,1,6
TRX-2024-05330,Rina Lestari,Proyektor Epson 6000 Lumens,2025-10-11,2025-10-12,1,971126,B001,Proyektor,973000,15,1,8
TRX-2024-05331,Budi Hidayat,TV LG 50 inch,2025-12-06,2025-12-08,2,898525,B007,TV,458000,10,1,4
TRX-2024-05332,Andi Kusuma,TV LG 43 inch,2025-03-28,2025-03-31,3,828314,B005,TV,293000,12,1,9
TRX-2024-05333,Siska Saputra,TV LG 55 inch,2025-10-11,2025-10-13,2,1029915,B009,TV,545000,8,1,1
TRX-2024-05334,Lia Sari,Proyektor Epson 6000 Lumens,2024-01-17,2024-01-18,1,881003,B001,Proyektor,959000,15,1,13
TRX-2024-05335,Maya Sari,TV Panasonic 50 inch,2023-01-06,2023-01-07,1,438849,B006,TV,454000,10,1,0
TRX-2024-05336,Rina Hidayat,Screen 2x3,2024-10-14,2024-10-19,5,1469481,B002,Screen,299000,10,1,6
TRX-2024-05337,Yanto Wijaya,TV Panasonic 50 inch,2025-02-03,2025-02-08,5,1990560,B006,TV,436000,10,1,9
TRX-2024-05338,Rina Hidayat,Proyektor Epson 6000 Lumens,2024-07-30,2024-07-31,1,944768,B001,Proyektor,1008000,15,1,7
TRX-2024-05339,Yanto Kusuma,TV Panasonic 55 inch,2025-11-19,2025-11-21,2,1039392,B008,TV,544000,8,1,1
TRX-2024-05340,Eka Sari,TV Panasonic 55 inch,2023-01-23,2023-01-25,2,1023450,B008,TV,548000,8,1,0
TRX-2024-05341,Joko Pratama,TV Panasonic 50 inch,2025-07-31,2025-08-01,1,442121,B006,TV,456000,10,1,2
TRX-2024-05342,Siti Santoso,TV Panasonic 43 inch,2025-06-23,2025-06-26,3,824712,B004,TV,288000,12,1,8
TRX-2024-05343,Eka Saputra,Screen 2x3,2025-08-15,2025-08-20,5,1309586,B002,Screen,290000,10,1,3
TRX-2024-05344,Dewi Sari,TV Panasonic 55 inch,2024-02-16,2024-02-22,6,2928534,B008,TV,540000,8,1,3
TRX-2024-05345,Lia Putri,Proyektor Epson 6000 Lumens,2024-04-27,2024-04-30,3,2903322,B001,Proyektor,1025000,15,1,1
TRX-2024-05346,Siska Saputra,Screen 2x3,2025-12-06,2025-12-09,3,899922,B002,Screen,305000,10,1,9
TRX-2024-05347,Joko Kusuma,TV LG 50 inch,2024-03-26,2024-03-30,4,1568173,B007,TV,435000,10,1,3
TRX-2024-05348,Dewi Kusuma,TV LG 55 inch,2023-08-07,2023-08-14,7,3753732,B009,TV,564000,8,1,3
TRX-2024-05349,Dewi Wijaya,TV Panasonic 43 inch,2023-03-22,2023-03-25,3,895126,B004,TV,313000,12,1,7
TRX-2024-05350,Hadi Pratama,TV Panasonic 65 inch,2024-04-09,2024-04-11,2,1260038,B010,TV,700000,6,1,4
TRX-2024-05351,Siti Kusuma,TV Panasonic 65 inch,2024-01-15,2024-01-16,1,626723,B010,TV,671000,6,1,0
TRX-2024-05352,Dewi Sari,TV LG 43 inch,2023-03-26,2023-04-02,7,1908738,B005,TV,292000,12,1,10
TRX-2024-05353,Rina Pratama,TV Panasonic 50 inch,2025-11-20,2025-11-27,7,2950550,B006,TV,450000,10,1,1
